description,publishedAt,source,title,url,company
"Canada's dairy concessions to the United States helped secure a hard-won trade deal, but they spurred talk on Monday of compensation, confusion and curtailed milk production, as a protectionist system faces new threats.",2018-10-01T19:40:03Z,"{'id': 'reuters', 'name': 'Reuters'}","Cash, cuts and confusion; Trade deal spurs Canadian dairy fears",https://www.reuters.com/article/us-trade-nafta-dairy/cash-cuts-and-confusion-trade-deal-spurs-canadian-dairy-fears-idUSKCN1MB3NE,Bothwell Cheese
